page_slug,section,block_id,field_label,source_key,current_text,proposed_text,notes
luscii,NHS and care system integrations,integrations_table,Languages,technical_integrations.languages,"English, Dutch",,
luscii,NHS and care system integrations,integrations_table,Data hosting,technical_integrations.data_hosting,EU-based servers (Netherlands) — confirm DPA terms,,
luscii,NHS and care system integrations,integrations_table,NHS App integration (JSON),nhs_app_integration,false,,
luscii,NHS and care system integrations,integrations_table,Interop snapshot: show NHS App,interop_snapshot_show_nhs_app,true,,
luscii,Commissioning snapshot (card inputs),snapshot,live_icbs (compare/snippets),live_icbs,4,,Not rendered in Scale section on PDP
luscii,Commissioning snapshot (card inputs),snapshot,linked_funding_ids,linked_funding_ids,(none),,
luscii,Commissioning snapshot (card inputs),snapshot,funding_ids (legacy),funding_ids,(none),,
luscii,Commercial model and cost,commercial,Pricing model,pricing_model,Local negotiation required,,
luscii,Commercial model and cost,commercial,National price,national_price_available,Not available,,
luscii,Commercial model and cost,commercial,Indicative price (+ confidence subline),indicative_price_text,"Pricing is typically per-patient-per-month for active monitoring. Indicative range: £30–£60 per patient per month depending on volume and service level. Implementation costs quoted separately. Listed on NHS G-Cloud 14 (Digital Marketplace) as ‘System-wide Remote Patient Monitoring Service’ — contact Luscii via luscii.co.uk.

Pricing confidence: Supplier-reported",,
luscii,Commercial model and cost,commercial,Service wrap included,service_wrap_included,Yes,,
luscii,Commercial model and cost,commercial,Service wrap details,service_wrap_detail,"Standard contract includes platform access, implementation support, clinical pathway design, training, technical support, and reporting. Premium tier available with dedicated clinical advisory support and custom integrations.",,
luscii,Commercial model and cost,commercial,Procurement / contract notes,procurement_notes,Available via SBRI Healthcare contract. Direct procurement with Luscii/OMRON also possible.,,
luscii,Commercial model and cost,commercial,NHSE £125k funding note,nhse_125k_note,Eligibility for NHSE ICB £125k COPD funding not confirmed for Luscii in reviewed sources. Verify with NHSE before including in business case.,,
luscii,Commercial model and cost,commercial,Monitoring / ongoing service model,monitoring_model,Active remote monitoring with automated triage and clinical escalation pathways.,,
luscii,Indicative financial context,financial,Expected benefit,expected_benefit_note,"Primary benefit is supporting virtual ward delivery and potentially reducing readmissions for COPD when monitoring and response processes are strong. NWL ICS enrolled 6,000 COPD patients ahead of schedule; Bradford reached similar scale with NHSE investment. Technology alone does not deliver outcomes.",,
luscii,Indicative financial context,financial,Tariff considerations,tariff_considerations,Virtual ward activity may be funded under the national virtual ward programme. Commissioners should confirm local funding arrangements and whether technology costs are within scope. Remote monitoring does not currently attract a separate tariff outside virtual ward frameworks. Model locally using admission and cost data.,,
luscii,Indicative financial context,financial,Provider income impact,provider_income_note,"Supports provider delivery of virtual ward targets, which may attract national funding. May reduce some inpatient and outpatient activity over time — factor into pathway economics.",,
luscii,Indicative financial context,financial,ROI note,roi_note,Supplier provides ROI modelling based on admission avoidance assumptions. Sunderland 50% respiratory admission reduction is cited in market materials but attribution is contested (see data quality note). Independent NHS evaluation data is still emerging. Commissioners should model locally.,,
luscii,Indicative financial context,financial,Minimum conditions for success,minimum_conditions_for_success,"Dedicated monitoring hub or virtual ward team, OMRON devices distributed to patients, IT infrastructure for device connectivity.",,
luscii,Indicative financial context,financial,Directional disclaimer (callout),ui_static:indicative_financial_disclaimer,"These are directional indicators only. Local finance modelling using actual baseline activity, population size and pathway design is required before any business case submission.",,Static UI below tariff section
luscii,Related funding opportunities,related_funding,Empty state copy,ui_static:related_funding_empty,No commissioner-facing cash or adoption-support schemes are linked to this product profile (supplier R&D routes and NICE reporting obligations are listed elsewhere). Browse the funding directory for wider opportunities.,,Shown when no linked commissioner-facing funding
luscii,Express interest callout,express_interest,Body (rendered),express_interest_body_rendered,Contact Luscii NHS team to discuss deployment in your ICB.,,Rendered in page.tsx
luscii,Express interest callout,express_interest,Heading (static),ui_static:express_interest_heading,Express interest,,
luscii,Sidebar — Quick facts,quick_facts,Maturity (JSON),sidebar.maturity_level,scaled,,Repeated in Quick facts card
luscii,Sidebar — Quick facts,quick_facts,Maturity (UI badge),sidebar.maturity_level__display,Established,,Derived: MaturityBadge
luscii,Sidebar — Quick facts,quick_facts,Local effort (JSON),sidebar.local_wraparound,high,,
luscii,Sidebar — Quick facts,quick_facts,Local effort (UI badge),sidebar.local_wraparound__display,High,,Derived: EffortBadge
luscii,Sidebar — Quick facts,quick_facts,Device class,device_class,Class IIa SaMD,,
luscii,Sidebar — Quick facts,quick_facts,Device class explainer — summary,ui_static:device_class_summary,What is a Class IIa device,,
luscii,Sidebar — Quick facts,quick_facts,Device class explainer — body,ui_static:device_class_body,"Software that actively informs clinical decision-making: such as diagnostic algorithms. Because misperformance could lead to patient harm, a UK approved body must assess the product before market placement, requiring clinical evidence and ongoing post-market surveillance.",,
luscii,Sidebar — Quick facts,quick_facts,Supervision model (JSON),sidebar.supervision_model,active_remote_management,,
luscii,Sidebar — Quick facts,quick_facts,Supervision (UI badge),sidebar.supervision_model__display,Remote management,,Derived: SupervisionBadge
luscii,Sidebar — Quick facts,quick_facts,Target patients,target_patients,Adults with COPD (any severity). Platform also supports 150+ other LTC pathways.,,
luscii,Sidebar — Assurance,assurance,DTAC (JSON),dtac_status,passed,,
luscii,Sidebar — Assurance,assurance,DTAC (UI badge),dtac_status__display,Completed,,Derived: DtacBadge
luscii,Sidebar — Assurance,assurance,DTAC note,dtac_note,DTAC completed — confirmed in G-Cloud 14 Service Definition (April 2024). Most recently confirmed DTAC status of the four HTE19-recommended COPD apps.,,
luscii,Sidebar — Assurance,assurance,DCB0129,dcb0129_status,Confirmed,,
luscii,Sidebar — Assurance,assurance,GDPR (first sentence in UI),gdpr_note,Patient data on Amazon AWS servers in Germany,,
luscii,Sidebar — Assurance,assurance,GDPR (full JSON),gdpr_note_full,Patient data on Amazon AWS servers in Germany. Encrypted at rest. Daily full backups + 5-minute transaction logs. DPIA required as part of local commissioning process.,,
luscii,Sidebar — Assurance,assurance,ISO 27001,iso27001,Not confirmed in reviewed sources,,
luscii,Sidebar — Assurance,assurance,Cyber Essentials,cyber_essentials,Not confirmed in reviewed sources,,
luscii,Sidebar — Assurance,assurance,DSP Toolkit,dspt_status,Compliant,,
luscii,Sidebar — Assurance,assurance,Cyber notes,cyber_notes,Netherlands-based company — confirm data residency and DPA terms for NHS use. ISO 27001 certified.,,
luscii,Sidebar — Supplier contact,supplier_contact,Contact email,supplier_contact_email,nhs@luscii.com,,
luscii,Sidebar — Sources,sources,Source summary,source_summary,"NICE HTG736, Luscii G-Cloud 14 Service Definition (NHS Digital Marketplace 2024), HTN interview February 2024 (MTW case study), All Together Better Alliance press release March 2020, luscii.co.uk/evidence.",,
luscii,Sidebar — Sources,sources,Confidence note,confidence_note,Content based on publicly available information including G-Cloud 14 Service Definition. Device classification caveated — confirm COPD-specific CE certificate with Luscii. Sunderland attribution unresolved.,,
